id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
996,1,0,5,0,0,1,0.17,0,0,1,1,1,1,0,1,3,51.81,1.5,116.56,0.03,21,0.67,6.48,77.71,1,0,0,2,0.11,10,11,10,3,9,83.33,6,FALSE
997,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1,2,4,2,4,1,0,0,FALSE
998,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.5,3,139.52,0.02,14,0.33,7.75,46.51,1,0,0,4,0.17,6,8,5,5,6,50,2,FALSE
999,1,0,3,0,0,1,0.25,0,0,1,1,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,2,0.17,4,11,3,7,6,75,4,FALSE
1000,15,7,21,0,28,8,0.35,14,2,7,0.88,46,1,0,2,2,32.65,16.07,8441.45,0.18,105,0.06,468.97,525,0.13,7,14,40,0.32,47,58,19,13,25,91.3,23,FALSE
1001,1,3,7,0,0,1,0.13,0,0,1,1,4,1,0,1,4,24.75,1.33,44,0.01,11,0.75,2.44,33,1,0,0,5,0.07,8,3,6,2,14,87.5,8,FALSE
1002,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1003,1,0,1,0,0,1,0.33,0,0,1,1,1,1,0,2,1,4,0.5,1,0,2,2,0.06,2,1,0,0,2,0.2,1,1,1,1,5,33.33,3,FALSE
1004,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,2.79,10,278.63,0.01,12,0.1,15.48,27.86,1,0,0,2,0.25,5,7,1,4,4,50,2,FALSE
1005,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
1006,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1007,13,18,34,11,24,7,0.19,12,2,6,0.86,50,1,0,3,2,53.48,14,10482.64,0.25,132,0.07,582.37,748.76,0.14,6,12,45,0.14,56,76,34,17,50,93.75,37,FALSE
1008,5,1,6,0,4,3,0.3,2,2,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60,10,FALSE
1009,5,0,1,0,8,3,1.5,2,4,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50,2,FALSE
1010,3,2,6,1,4,2,0.22,2,2,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,29,0.09,76.26,123.19,0.5,1,2,7,0.17,13,16,7,12,12,70,9,FALSE
1011,3,2,6,1,4,2,0.22,2,2,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,29,0.09,76.26,123.19,0.5,1,2,7,0.17,13,16,7,12,12,70,9,FALSE
1012,1,4,7,0,0,1,0.11,0,0,1,1,8,1,0,2,4,42.24,3.41,490.91,0.05,36,0.29,27.27,144,1,0,0,9,0.08,15,21,11,5,13,77.78,9,FALSE
1013,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,10,3,90,0.01,10,0.33,5,30,1,0,0,2,0.2,2,8,2,6,5,66.67,3,FALSE
1014,7,0,2,0,10,4,1.33,2,5,1,0.25,9,3,0,1,2,8.54,9.33,744.11,0.03,24,0.11,41.34,79.73,0.75,4,7,7,0.67,8,16,3,7,6,66.67,3,FALSE
1015,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1016,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1017,1,1,1,0,0,1,0.33,0,0,1,1,2,1,0,2,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.2,2,1,2,1,5,33.33,3,FALSE
1018,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,1,FALSE
1019,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1020,11,10,18,0,18,6,0.27,8,2.25,6,1,27,6,1,4,6,21.7,25.8,14446.14,0.19,111,0.04,802.56,559.93,1,5,9,23,0.23,43,68,15,18,26,81.82,22,FALSE
1021,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,50,2,FALSE
1022,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,2,0.33,3,5,3,5,3,50,2,FALSE
1023,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1,2,4,2,4,1,0,0,FALSE
1024,1,1,4,7,0,1,0.2,0,0,1,1,2,1,0,1,1,9.56,7.5,537.74,0.02,20,0.13,29.87,71.7,1,0,0,3,0.07,5,15,3,9,14,91.67,5,FALSE
1025,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1026,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
1027,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,3,0.25,1,3,1,3,4,50,2,FALSE
1028,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1029,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,4,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,2,0.2,3,4,3,4,5,50,2,FALSE
1030,11,1,6,0,20,6,0.86,10,2,1,0.17,22,1,0,1,1,22.33,7,1093.93,0.05,40,0.14,60.77,156.28,0.17,5,10,18,0.67,16,24,8,7,9,85.71,7,FALSE
1031,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1032,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1033,1,2,12,8,0,1,0.08,0,0,1,1,10,1,0,1,0,45.31,8.86,3554.8,0.13,90,0.11,197.49,401.35,1,0,0,11,0.04,31,59,14,8,23,95.24,13,FALSE
1034,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,0,0,0,0,2,0,0,2,1,0,0,3,0.5,2,0,2,0,2,0,1,FALSE
1035,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,1,3,8,3,7,1,0,0,FALSE
1036,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1037,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1038,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1039,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1040,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,1,2,1,2,1,1,0,0,FALSE
1041,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1042,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1043,3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,FALSE
1044,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.2,4,5,4,3,5,66.67,3,FALSE
1045,3,3,2,0,4,2,0.67,2,2,2,1,9,1,0,1,0,6.67,9.33,581.18,0.02,18,0.11,32.29,62.27,0.5,1,2,9,0.4,7,11,3,8,5,66.67,3,FALSE
1046,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,0.5,1,2,7,0.29,6,10,5,7,7,80,5,FALSE
1047,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
1048,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1,0,0,3,0.25,2,7,2,7,4,50,2,FALSE
1049,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
1050,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.25,1,5,1,5,4,50,2,FALSE
1051,3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,1,2,6,0.4,3,7,3,7,5,66.67,3,FALSE
1052,3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,0.5,1,2,7,0.29,6,10,5,8,7,80,5,FALSE
1053,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1054,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1055,3,1,0,0,4,2,1,2,2,1,0.5,7,1,0,0,2,8.18,7,401.52,0.02,16,0.14,22.31,57.36,0.5,1,2,7,2,7,9,4,8,1,0,0,FALSE
1056,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.2,5,7,5,5,5,50,2,FALSE
1057,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0.5,1,0,1,0,2,0,1,FALSE
1058,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
1059,1,1,1,0,4,1,0.5,2,2,1,1,2,1,0,1,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,1,2,3,0.25,1,6,1,6,4,50,2,FALSE
1060,1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,11,37.53,3,337.76,0.04,27,0.33,18.76,112.59,1,0,0,3,0.17,12,15,12,6,6,75,4,FALSE
1061,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1062,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,4,17.99,2.5,112.43,0.01,13,0.4,6.25,44.97,1,0,0,3,0.17,6,7,6,5,6,50,2,FALSE
1063,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1064,1,1,1,0,0,1,0.5,0,0,1,1,3,1,0,1,4,15.19,3.5,186.03,0.02,16,0.29,10.33,53.15,1,0,0,4,0.14,7,9,5,5,7,50,2,FALSE
1065,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,50,2,FALSE
1066,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,2,6.67,4.5,135,0.01,10,0.22,7.5,30,1,0,0,3,0.2,3,7,2,6,5,66.67,3,FALSE
1067,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.33,2,1,2,1,3,0,1,FALSE
1068,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,1,0,0,3,0.25,5,9,4,7,4,50,2,FALSE
1069,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,FALSE
1070,1,0,0,3,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0.17,0,1,0,1,6,75,1,FALSE
1071,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1072,1,1,3,0,0,1,0.25,0,0,1,1,2,1,0,1,8,25.14,3.5,308,0.03,22,0.29,17.11,88,1,0,0,3,0.2,9,13,9,7,5,75,4,FALSE
1073,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1,0,0,3,0.25,2,7,2,7,4,50,2,FALSE
1074,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1075,5,2,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92,1,2,3,9,0.38,9,14,7,9,8,80,5,FALSE
1076,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,0,0,0,0.01,7,0,0,19.65,1,0,0,2,0.25,0,7,0,7,4,50,2,FALSE
1077,7,3,12,0,12,4,0.27,6,2,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80,15,FALSE
1078,3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,20.31,3.38,231.3,0.02,18,0.3,12.85,68.53,0.5,1,2,6,0.29,9,9,8,6,7,60,5,FALSE
1079,1,1,2,0,0,1,0.25,0,0,1,1,2,1,0,2,0,7.2,2.5,45,0.01,9,0.4,2.5,18,1,0,0,3,0.17,5,4,2,2,6,50,4,FALSE
1080,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,2,0,0,2,1,0,0,2,0.33,2,0,2,0,3,0,0,FALSE
1081,1,2,0,0,0,1,1,0,0,1,1,3,1,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,4,1,3,5,3,4,1,0,0,FALSE
1082,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1083,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.25,3,6,3,5,4,50,2,FALSE
1084,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,4,0.2,4,6,4,5,5,50,2,FALSE
1085,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,10.38,4,166.05,0.01,12,0.25,9.23,41.51,1,0,0,3,0.33,3,9,3,8,3,50,2,FALSE
1086,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1087,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
1088,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,0,0,FALSE
1089,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1090,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,50,1,FALSE
1091,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,2,0.2,3,6,2,5,5,66.67,3,FALSE
1092,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1093,1,1,0,0,0,1,1,0,0,1,1,3,1,0,0,2,9.51,4,152.16,0.01,12,0.25,8.45,38.04,1,0,0,4,0.5,4,8,3,6,2,0,0,FALSE
1094,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,7.25,5.25,199.71,0.01,12,0.19,11.09,38.04,1,0,0,2,1,3,9,2,7,1,0,0,FALSE
1095,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,0,6,2,24,0,6,0.5,1.33,12,1,0,0,3,0.2,4,2,2,2,5,66.67,3,FALSE
1096,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1097,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
1098,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,0.5,3,5,3,5,2,0,1,FALSE
1099,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.2,3,6,3,6,5,50,2,FALSE
1100,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,50,2,FALSE
1101,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
1102,4,10,80,32,0,3,0.04,0,0,3,1,74,1,0,3,4,296.08,15.72,73200.9,1.55,664,0.06,4066.72,4655.45,0.33,0,0,73,0.03,239,425,114,15,120,97.39,83,FALSE
1103,3,0,1,0,4,2,1,2,2,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,0.5,3,5,2,5,4,50,2,FALSE
1104,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,8,3,72,0.01,8,0.33,4,24,1,0,0,2,1,2,6,2,6,1,0,0,FALSE
1105,17,15,18,0,32,9,0.45,16,2,8,0.89,45,1,0,2,3,29.48,16.88,8396,0.17,97,0.06,466.44,497.54,0.11,8,16,38,0.39,45,52,20,15,23,90,20,FALSE
1106,3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,2,10.81,4.8,249.08,0.02,15,0.21,13.84,51.89,0.5,1,2,6,0.29,8,7,5,6,7,80,4,FALSE
1107,7,3,14,1,12,4,0.25,6,2,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,68,0.04,498.42,326.9,0.25,3,6,19,0.21,26,42,9,19,19,88.24,16,FALSE
1108,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.2,2,3,2,3,5,66.67,3,FALSE
1109,1,14,17,3,0,1,0.06,0,0,1,1,15,1,0,1,0,110.37,2.22,545.04,0.08,55,0.45,30.28,245.27,1,0,0,16,0.04,20,35,18,4,23,95.24,18,FALSE
1110,5,3,18,0,8,3,0.14,4,2,2,0.67,15,1,0,4,1,25.33,13.75,4788.98,0.12,75,0.07,266.05,348.29,0.33,2,4,14,0.13,35,40,14,11,24,81.82,22,FALSE
1111,1,0,1,2,0,1,0.5,0,0,1,1,1,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,0.17,1,5,1,5,6,75,2,FALSE
1112,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1113,26,11,55,8,36,15,0.23,18,2,14,0.93,70,5,0,9,4,36.64,36.91,49908.77,0.45,228,0.03,2772.71,1352.21,0.33,9,18,57,0.19,87,141,33,28,77,87.5,64,FALSE
1114,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.33,2,4,2,4,3,50,2,FALSE
1115,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,50,2,FALSE
1116,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,2,9.6,2.5,60,0.01,8,0.4,3.33,24,1,0,0,3,1,3,5,3,5,1,0,0,FALSE
1117,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,1,12.06,1.5,27.14,0.01,7,0.67,1.51,18.09,1,0,0,3,0.25,3,4,3,3,4,50,2,FALSE
1118,1,2,2,0,0,1,0.33,0,0,1,1,3,1,0,1,0,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,1,0,0,4,0.2,2,5,2,3,5,66.67,3,FALSE
1119,3,0,3,0,4,2,0.5,2,2,1,0.5,6,1,0,1,0,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,0.5,1,2,6,0.33,6,12,5,8,6,75,4,FALSE
1120,1,1,0,0,0,1,1,0,0,1,1,2,1,0,1,2,21,0.67,9.33,0,7,1.5,0.52,14,1,0,0,3,0.33,4,3,3,1,3,0,1,FALSE
1121,3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,1,7.92,4,126.8,0.01,10,0.25,7.04,31.7,0.5,2,3,5,0.5,4,6,3,6,4,50,2,FALSE
1122,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,13.84,3,124.54,0.01,12,0.33,6.92,41.51,1,0,0,3,0.25,5,7,5,6,4,50,2,FALSE
1123,1,3,2,0,0,1,0.33,0,0,1,1,5,1,0,1,1,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,1,0,0,6,0.2,7,10,6,6,5,66.67,3,FALSE
1124,7,8,15,0,12,4,0.21,6,2,4,1,20,4,1,4,4,17.92,22,8672.47,0.13,82,0.05,481.8,394.2,1,3,6,18,0.18,33,49,12,16,22,78.95,19,FALSE
1125,7,3,36,13,12,4,0.1,6,2,3,0.75,20,3,0,3,0,64.11,29.8,56936.47,0.64,329,0.03,3163.14,1910.62,0.75,3,6,18,0.07,149,180,40,16,54,94.23,39,FALSE
1126,3,4,4,2,4,2,0.4,2,2,2,1,8,1,0,1,3,19.45,8,1244.72,0.05,36,0.13,69.15,155.59,0.5,1,2,8,0.17,16,20,10,10,12,85.71,5,FALSE
1127,1,1,2,0,0,1,0.33,0,0,1,1,2,1,0,1,3,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.25,4,8,4,7,4,66.67,3,FALSE
1128,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,FALSE
1129,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1,0,0,4,0.17,5,7,5,5,6,50,2,FALSE
1130,1,0,1,0,0,1,0.5,0,0,1,1,1,1,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,50,2,FALSE
1131,1,2,1,0,0,1,0.5,0,0,1,1,3,1,0,1,2,12.18,3,109.62,0.01,11,0.33,6.09,36.54,1,0,0,4,0.25,4,7,4,6,4,50,2,FALSE
1132,3,4,22,6,4,2,0.08,2,2,1,0.5,26,1,0,2,4,105.6,11.44,13825.25,0.4,209,0.09,768.07,1208.3,0.5,1,2,26,0.06,82,127,43,12,34,93.33,24,FALSE
1133,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,50,2,FALSE
1134,3,0,0,0,4,2,1,2,2,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,1,3,5,2,5,2,0,0,FALSE
1135,1,1,1,0,0,1,0.33,0,0,1,1,2,1,0,2,2,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,3,0.2,2,1,2,1,5,33.33,3,FALSE
1136,29,6,34,1,48,15,0.38,20,2.4,11,0.73,59,14,0,6,3,33.28,26.56,23481.15,0.29,165,0.04,1304.51,884,0.93,14,24,46,0.35,75,90,24,17,43,85.37,40,FALSE
