id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
2025,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,0.33,1,5,1,5,3,0,2,FALSE
2026,2,7,1,0,0,12,4,0.36,6,2,0,14,3,0,11,0,4,1,12.35,16,3162.47,0.07,45,0.06,175.69,197.65,0,3,6,12,0.29,16,29,7,14,14,0,11,FALSE
2027,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,0,2,FALSE
2028,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.25,2,5,2,5,4,0,2,FALSE
2029,7,3,1,0,0,0,2,0.29,0,2,1,5,1,0,7,0,2,1,7.35,8,470.48,0.02,17,0.13,26.14,58.81,0,0,0,5,0.12,6,11,3,8,17,0,7,FALSE
2030,11,1,0,0,10,0,1,0.11,0,1,1,1,1,0,9,0,0,0,86,1.6,220.17,0.05,33,0.63,12.23,137.61,1,0,0,2,0.03,16,17,15,3,32,52.63,9,FALSE
2031,1,5,0,0,0,8,3,0.38,4,1,0,11,1,0,8,0,0,0,10.85,9,879.05,0.03,25,0.11,48.84,97.67,0,2,4,10,0.27,12,13,6,9,11,0,8,FALSE
2032,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,FALSE
2033,1,3,1,3,0,4,2,0.33,2,2,1,5,1,0,3,1,2,1,8.96,8,573.59,0.02,20,0.13,31.87,71.7,0,1,2,5,0.22,8,12,4,8,9,50,6,FALSE
2034,0,1,0,0,0,0,1,0.06,0,1,1,1,1,0,16,4,1,1,58.8,10.18,6095.25,0.2,122,0.1,338.63,598.64,1,0,0,2,0.04,56,66,22,8,23,0,16,FALSE
2035,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2036,0,5,3,0,0,8,3,0.5,4,3,1,11,1,0,6,0,3,1,30.72,9,2488.36,0.09,62,0.11,138.24,276.48,0,2,4,10,0.3,18,44,11,11,10,0,6,FALSE
2037,37,9,0,22,28,16,5,0.04,8,1,0,22,1,0,107,0,2,0,60.81,116.23,821531.72,2.36,1178,0.01,45640.65,7068,0,4,8,19,0.03,476,702,43,21,198,31.85,129,FALSE
2038,42,1,0,38,75,0,1,0.02,0,1,1,1,1,0,5,0,0,0,142.01,9.77,13558.89,0.46,259,0.1,753.27,1387.61,1,0,0,2,0.01,114,145,35,6,162,95.76,43,FALSE
2039,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2,54,0.01,9,0.5,3,27,1,0,0,3,0.33,4,5,4,4,3,0,2,FALSE
2040,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,2,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0,0,FALSE
2041,0,1,1,0,0,0,1,0.5,0,1,1,3,1,0,2,0,1,1,7.81,9,632.78,0.02,19,0.11,35.15,70.31,1,0,0,4,0.25,8,11,4,9,4,0,2,FALSE
2042,5,5,1,6,5,8,1,0.05,4,1,1,14,1,0,13,0,0,0,26.83,11.08,3292.14,0.1,64,0.09,182.9,297.21,1,2,4,13,0.03,24,40,13,12,31,45.83,19,FALSE
2043,6,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,0,0,6.89,3,62.04,0.01,8,0.33,3.45,20.68,1,0,0,2,0.08,3,5,2,4,12,0,4,FALSE
2044,3,5,3,0,3,8,1,0.06,4,1,1,14,1,0,17,0,0,0,30.3,8.07,1971.68,0.08,52,0.12,109.54,244.42,1,2,4,13,0.04,22,30,15,11,25,15,17,FALSE
2045,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
2046,1,1,2,1,1,0,1,0.17,0,1,1,5,1,0,5,0,0,0,15.99,5,399.77,0.03,21,0.2,22.21,79.95,1,0,0,6,0.1,10,11,7,7,10,28.57,6,FALSE
2047,4,7,1,1,8,12,4,0.17,6,1,0,20,1,0,23,0,0,0,23.26,21.67,10918.18,0.17,113,0.05,606.57,503.92,0,3,6,18,0.11,52,61,12,10,38,28.13,24,FALSE
2048,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0,2,FALSE
2049,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2050,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0,2,FALSE
2051,0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
2052,3,3,1,1,3,4,2,0.17,2,1,0,7,1,0,11,1,1,0,19.29,6.72,871.59,0.04,30,0.15,48.42,129.66,0,1,2,7,0.1,11,19,9,11,20,26.67,12,FALSE
2053,2,11,5,5,0,20,6,0.26,10,5,0,30,4,0,18,0,6,1,34.8,12.29,5260.09,0.14,89,0.08,292.23,427.85,0,5,10,26,0.22,38,51,17,11,27,21.74,23,FALSE
2054,6,3,1,0,0,0,2,0.5,0,2,1,6,1,0,4,0,2,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,0,0,0,6,0.15,4,10,3,8,13,0,4,FALSE
2055,4,25,5,0,8,44,13,0.41,20,9,0,49,10,0,32,0,11,0,20.97,37.71,29831.94,0.26,153,0.03,1657.33,791,0,12,22,38,0.28,48,105,14,22,46,20,32,FALSE
2056,2,3,0,2,0,4,2,0.17,2,1,0,6,1,0,10,0,2,1,10.97,11.67,1493.33,0.04,32,0.09,82.96,128,0,1,2,6,0.13,14,18,6,10,16,16.67,12,FALSE
2057,2,13,4,1,8,24,7,0.13,12,6,0,30,6,0,54,0,5,0,25.11,40,40181.42,0.33,184,0.03,2232.3,1004.54,0,6,12,25,0.1,80,104,22,22,68,14.29,55,FALSE
2058,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2059,14,11,4,1,18,20,6,0.16,10,6,1,31,1,0,37,0,0,0,38.12,38.25,55776.93,0.49,264,0.03,3098.72,1458.22,0,5,10,27,0.08,119,145,28,18,72,33.93,38,FALSE
2060,1,1,3,0,0,0,1,0.13,0,1,1,4,1,0,8,0,1,1,23.01,5.63,728.16,0.04,34,0.18,40.45,129.44,1,0,0,5,0.09,15,19,8,6,11,0,8,FALSE
2061,0,1,2,0,0,0,1,1,0,1,1,3,1,0,0,0,1,1,9,3,81,0.01,9,0.33,4.5,27,1,0,0,4,1,2,7,2,6,1,0,0,FALSE
2062,8,55,3,4,17,96,1,0.01,42,1,1,105,1,0,71,0,0,0,35.59,83.83,250072.91,0.99,516,0.01,13892.94,2983.18,1,27,48,79,0.01,187,329,29,26,102,22.83,75,FALSE
2063,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,3,0.25,1,3,1,3,4,0,2,FALSE
2064,2,13,4,1,8,24,7,0.13,12,6,0,30,6,0,54,0,5,0,25.11,40,40181.42,0.33,184,0.03,2232.3,1004.54,0,6,12,25,0.1,80,104,22,22,68,14.29,55,FALSE
2065,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,FALSE
2066,12,17,4,0,6,24,10,0.17,12,5,0,39,4,0,60,1,0,0,43.24,29.88,38605.2,0.43,217,0.03,2144.73,1292.06,0,6,12,31,0.13,68,149,33,29,80,9.09,60,FALSE
2067,0,1,1,0,0,0,1,0.09,0,1,1,2,1,0,11,4,1,1,29.28,11.78,4063.55,0.11,71,0.08,225.75,344.92,1,0,0,3,0.06,29,42,16,13,18,0,11,FALSE
2068,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,2,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0,0,FALSE
2069,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,4.75,1,0,0,2,1,0,3,0,3,1,0,0,FALSE
2070,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2071,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2072,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0,0,FALSE
2073,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,FALSE
2074,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0,0,FALSE
2075,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,1,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1,0,0,2,0.14,4,7,3,4,7,0,3,FALSE
2076,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
2077,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,FALSE
2078,3,13,7,6,1,24,7,0.26,12,6,0,33,4,0,21,0,7,1,49.06,12,7064.02,0.2,113,0.08,392.45,588.67,0,6,12,28,0.21,50,63,25,12,33,25,27,FALSE
2079,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2080,4,3,0,0,0,4,1,0.33,2,1,1,8,1,0,3,0,0,0,13.29,3,119.59,0.01,12,0.33,6.64,39.86,1,1,2,8,0.11,4,8,4,6,9,0,3,FALSE
2081,4,5,1,0,2,6,3,0.38,2,1,0,8,3,1,8,0,3,1,13.78,10.08,1401.32,0.05,34,0.1,77.85,138.97,1,2,3,7,0.19,11,23,6,11,16,20,8,FALSE
2082,0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0,4,FALSE
2083,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2084,1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0,8,FALSE
2085,0,11,0,0,0,18,6,0.29,8,1,0,21,3,0,21,0,1,0,8.36,27,6094.62,0.08,61,0.04,338.59,225.73,0,5,9,17,0.26,24,37,4,9,23,0,21,FALSE
2086,0,3,2,0,0,4,2,0.12,2,1,0,7,1,0,17,0,1,0,54.4,6.6,2369.73,0.12,70,0.15,131.65,359.05,0,1,2,7,0.11,33,37,25,10,19,0,17,FALSE
2087,1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0,2,FALSE
2088,1,9,2,0,0,10,5,0.71,2,2,0,12,5,1,7,0,5,1,17.33,16.67,4814.21,0.1,63,0.06,267.46,288.85,1,4,5,9,0.45,20,43,9,15,11,0,7,FALSE
2089,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,2,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0,0,FALSE
2090,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,1,0,13.67,6,492.27,0.03,21,0.17,27.35,82.04,0,1,2,6,0.33,6,15,5,10,6,0,4,FALSE
2091,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2092,0,1,1,0,0,0,1,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0.03,0,0,0,0,32,0,0,FALSE
2093,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
2094,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0,0,FALSE
2095,0,1,1,0,0,0,1,0.09,0,1,1,2,1,0,11,3,1,1,26.78,12.57,4228.87,0.11,70,0.08,234.94,336.51,1,0,0,3,0.06,29,41,15,13,17,0,11,FALSE
2096,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,8,1,8,0,4,1,0.44,8,1,0,0,3,0.25,2,2,2,2,4,0,2,FALSE
2097,0,1,3,0,0,0,1,1,0,1,1,4,1,0,0,0,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0,0,FALSE
2098,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2099,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,3,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,3,0.5,4,6,4,5,2,0,0,FALSE
2100,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2101,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1,1,6,1,6,1,0,0,FALSE
2102,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2103,2,7,1,0,0,12,4,0.36,6,2,0,14,3,0,11,0,4,1,12.35,16,3162.47,0.07,45,0.06,175.69,197.65,0,3,6,12,0.29,16,29,7,14,14,0,11,FALSE
2104,2,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.2,0,1,0,1,5,0,1,FALSE
2105,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,FALSE
2106,1,1,1,3,0,0,1,0.2,0,1,1,4,1,0,2,1,0,0,10.75,6,387.18,0.02,18,0.17,21.51,64.53,1,0,0,5,0.13,6,12,4,8,8,60,5,FALSE
2107,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2108,0,1,2,0,0,0,1,1,0,1,1,3,1,0,0,0,1,1,9.29,1.5,20.9,0,6,0.67,1.16,13.93,1,0,0,4,0.5,2,4,2,3,2,0,0,FALSE
2109,1,3,1,2,0,4,2,0.2,2,1,0,7,1,0,8,0,0,0,16.71,5.14,442.04,0.03,22,0.19,24.56,85.95,0,1,2,7,0.15,9,13,7,8,13,20,10,FALSE
2110,2,5,1,0,2,8,3,0.3,4,2,0,10,1,0,10,0,0,0,14.31,15.11,3267.33,0.07,46,0.07,181.52,216.22,0,2,4,9,0.19,16,30,9,17,16,16.67,10,FALSE
2111,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2112,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2113,3,5,0,5,0,8,3,0.27,4,1,0,12,1,0,6,0,3,1,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,0,2,4,11,0.19,20,20,7,8,16,45.45,11,FALSE
2114,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0,0,FALSE
2115,3,7,4,1,1,12,4,0.27,6,4,1,17,3,0,14,0,3,0,31.39,6.33,1259.12,0.07,46,0.16,69.95,198.81,0,3,6,15,0.19,19,27,12,8,21,12.5,15,FALSE
2116,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1,1,6,1,6,1,0,0,FALSE
2117,0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50,2,FALSE
2118,6,11,13,0,8,20,1,0.03,10,1,1,36,1,0,40,0,1,1,64.51,16.04,16601.02,0.34,170,0.06,922.28,1034.86,1,5,10,32,0.02,77,93,48,20,56,16.67,40,FALSE
2119,1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0,8,FALSE
2120,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,FALSE
2121,0,1,3,0,0,0,1,1,0,1,1,4,1,0,0,0,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0,0,FALSE
2122,0,1,0,0,1,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.3,3.75,130.75,0.01,11,0.27,7.26,34.87,1,0,0,2,0.17,6,5,4,5,6,25,3,FALSE
2123,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0,0,FALSE
2124,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,FALSE
2125,1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0,8,FALSE
2126,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,FALSE
2127,14,1,1,2,4,0,1,0.03,0,1,1,6,1,0,36,0,0,0,96.51,10.29,10209.86,0.33,192,0.1,567.21,992.63,1,0,0,7,0.02,72,120,28,8,58,14.29,38,FALSE
2128,1,5,1,0,7,8,1,0.1,4,1,1,12,1,0,10,0,1,1,14.41,11.92,2045.78,0.06,42,0.08,113.65,171.67,1,2,4,11,0.05,13,29,6,11,20,41.18,10,FALSE
2129,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0,0,FALSE
2130,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,0,0,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0,1,2,6,0.33,8,9,5,7,6,0,4,FALSE
2131,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.33,1,3,1,3,3,0,0,FALSE
2132,0,1,1,0,1,0,1,0.33,0,1,1,2,1,0,3,0,0,0,7.89,8,504.93,0.02,19,0.13,28.05,63.12,1,0,0,3,0.17,4,15,2,8,6,25,3,FALSE
2133,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2134,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
2135,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0,2,FALSE
2136,3,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.13,4,5,4,3,8,33.33,3,FALSE
2137,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2138,6,1,0,0,9,0,1,0.33,0,1,1,1,1,0,3,0,0,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,2,0.05,4,5,4,3,20,75,3,FALSE
2139,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
2140,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
2141,0,1,2,0,0,0,1,0.5,0,1,1,3,1,0,2,0,0,0,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,1,0,0,4,0.25,2,9,2,7,4,0,2,FALSE
2142,0,1,3,0,0,0,1,1,0,1,1,4,1,0,0,0,1,1,8.3,6,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0,0,FALSE
2143,0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,1,1,1,8,4.5,162,0.01,12,0.22,9,36,1,0,0,2,0.17,3,9,2,6,6,0,4,FALSE
2144,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0,1,2,6,0.33,10,11,6,8,6,0,4,FALSE
2145,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,4.75,1,0,0,2,1,0,3,0,3,1,0,0,FALSE
2146,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,1,3,6,3,6,1,0,0,FALSE
2147,5,3,1,0,2,4,2,0.2,2,2,1,8,1,0,10,0,2,1,9.8,15.17,2254.94,0.05,35,0.07,125.27,148.68,0,1,2,8,0.1,14,21,6,13,20,16.67,10,FALSE
2148,0,1,0,0,0,4,1,1,2,1,1,1,1,0,0,0,1,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,1,2,2,1,1,4,1,4,1,0,0,FALSE
2149,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
2150,0,3,4,0,0,4,2,0.4,2,2,1,8,1,0,5,0,1,0,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,0,1,2,8,0.29,7,12,6,7,7,0,5,FALSE
2151,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,FALSE
2152,0,1,2,0,0,0,1,0.11,0,1,1,7,1,0,9,0,0,0,16.05,10.31,1708.46,0.06,39,0.1,94.91,165.67,1,0,0,8,0.09,15,24,8,11,11,0,9,FALSE
2153,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1,2,4,2,4,1,0,0,FALSE
2154,3,1,1,7,0,0,1,0.13,0,1,1,8,1,0,1,0,1,1,48.37,5.36,1388.16,0.09,61,0.19,77.12,259.12,1,0,0,9,0.08,30,31,14,5,13,87.5,8,FALSE
2155,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.5,2,4,2,4,2,0,0,FALSE
2156,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
2157,0,1,0,0,0,4,1,1,2,1,1,1,1,0,0,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,1,2,2,1,1,4,1,4,1,0,0,FALSE
2158,7,17,11,2,5,30,9,0.24,14,5,0,50,1,0,36,0,9,1,73.86,15.67,18129.3,0.39,203,0.06,1007.18,1157.19,0,8,15,43,0.17,94,109,39,13,52,16.28,38,FALSE
2159,0,1,3,0,0,0,1,1,0,1,1,4,1,0,0,0,1,1,8.3,6,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0,0,FALSE
2160,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,FALSE
